exp_tag,epoch,train_iter_time,train_forward_time,train_loss_ctc,train_loss,train_backward_time,train_grad_norm,train_clip,train_loss_scale,train_optim_step_time,train_optim0_lr0,train_train_time,train_gpu_max_cached_mem_GB,valid_loss_ctc,valid_cer_ctc,valid_loss,valid_gpu_max_cached_mem_GB
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,155,0.339,0.056,1.906,1.906,0.094,54.479,100.0,131100.0,0.007,0.0001241,0.513,19.262,111.111,0.778,111.111,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,156,0.341,0.056,1.816,1.816,0.094,65.82,100.0,131100.0,0.007,0.0001237,0.516,19.262,111.863,0.773,111.863,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,157,0.339,0.056,1.81,1.81,0.094,69.616,100.0,131100.0,0.007,0.0001233,0.512,19.262,112.726,0.784,112.726,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,158,0.341,0.057,1.751,1.751,0.094,69.979,100.0,131100.0,0.007,0.0001229,0.516,19.262,111.985,0.777,111.985,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,159,0.34,0.056,1.755,1.755,0.095,67.851,95.238,131100.0,0.007,0.0001225,0.514,19.262,110.505,0.782,110.505,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,160,0.343,0.056,1.604,1.604,0.094,70.338,95.238,131100.0,0.007,0.0001222,0.517,19.262,114.594,0.79,114.594,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,161,0.341,0.056,1.588,1.588,0.094,76.023,95.238,131100.0,0.007,0.0001218,0.514,19.262,114.489,0.774,114.489,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,162,0.343,0.057,1.557,1.557,0.095,66.662,95.238,131100.0,0.007,0.0001214,0.518,19.262,116.324,0.787,116.324,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,163,0.338,0.056,1.56,1.56,0.094,45.135,95.238,131100.0,0.007,0.000121,0.512,19.262,115.817,0.787,115.817,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,164,0.339,0.056,1.706,1.706,0.094,82.821,90.476,131100.0,0.007,0.0001206,0.513,19.262,114.84,0.781,114.84,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,165,0.341,0.056,1.617,1.617,0.094,56.835,95.238,131100.0,0.007,0.0001203,0.515,19.262,113.073,0.777,113.073,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,166,0.344,0.057,1.461,1.461,0.094,68.125,95.238,131100.0,0.007,0.0001199,0.519,19.262,115.059,0.777,115.059,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,167,0.343,0.057,1.484,1.484,0.094,49.02,100.0,131100.0,0.007,0.0001196,0.517,19.262,111.486,0.783,111.486,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,168,0.341,0.056,1.616,1.616,0.094,42.144,100.0,131100.0,0.007,0.0001192,0.515,19.262,112.782,0.762,112.782,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,169,0.341,0.056,1.376,1.376,0.094,47.805,90.476,131100.0,0.007,0.0001188,0.516,19.262,111.273,0.775,111.273,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,170,0.34,0.056,1.44,1.44,0.094,62.357,95.238,131100.0,0.007,0.0001185,0.513,19.262,114.97,0.792,114.97,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,171,0.339,0.057,1.491,1.491,0.094,59.526,90.476,131100.0,0.007,0.0001181,0.513,19.262,113.161,0.777,113.161,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,172,0.339,0.056,1.441,1.441,0.094,73.409,95.238,131100.0,0.007,0.0001178,0.512,19.262,111.974,0.773,111.974,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,173,0.339,0.057,1.222,1.222,0.094,61.722,90.476,131100.0,0.007,0.0001175,0.513,19.262,112.31,0.785,112.31,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,174,0.341,0.056,1.457,1.457,0.094,53.915,95.238,131100.0,0.007,0.0001171,0.515,19.262,113.247,0.775,113.247,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,175,0.343,0.056,1.218,1.218,0.094,59.979,95.238,131100.0,0.007,0.0001168,0.517,19.262,113.71,0.778,113.71,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,176,0.342,0.057,1.331,1.331,0.094,57.627,100.0,131100.0,0.007,0.0001165,0.516,19.262,113.065,0.797,113.065,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,177,0.341,0.056,1.223,1.223,0.094,51.56,85.714,131100.0,0.007,0.0001161,0.514,19.262,114.207,0.78,114.207,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,178,0.339,0.056,1.165,1.165,0.094,56.536,100.0,131100.0,0.007,0.0001158,0.513,19.262,112.551,0.764,112.551,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,179,0.339,0.056,1.217,1.217,0.094,63.294,100.0,131100.0,0.007,0.0001155,0.512,19.262,112.41,0.757,112.41,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,180,0.338,0.056,1.193,1.193,0.094,58.775,90.476,131100.0,0.007,0.0001151,0.511,19.262,116.024,0.787,116.024,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,181,0.343,0.057,1.064,1.064,0.094,41.641,90.476,131100.0,0.007,0.0001148,0.517,19.262,118.379,0.775,118.379,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,182,0.343,0.056,1.372,1.372,0.095,56.658,95.238,131100.0,0.007,0.0001145,0.518,19.262,117.67,0.78,117.67,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,183,0.344,0.056,1.164,1.164,0.094,47.174,95.238,131100.0,0.007,0.0001142,0.518,19.262,115.815,0.782,115.815,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,184,0.34,0.056,1.27,1.27,0.094,51.963,95.238,131100.0,0.007,0.0001139,0.513,19.262,117.72,0.774,117.72,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,185,0.341,0.057,1.09,1.09,0.094,51.249,85.714,131100.0,0.007,0.0001136,0.515,19.262,116.922,0.768,116.922,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,186,0.339,0.056,1.117,1.117,0.094,47.042,100.0,131100.0,0.007,0.0001133,0.512,19.262,116.475,0.782,116.475,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,187,0.348,0.057,1.031,1.031,0.094,45.834,95.238,131100.0,0.007,0.000113,0.522,19.262,119.784,0.787,119.784,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,188,0.341,0.056,0.936,0.936,0.094,43.698,95.238,131100.0,0.007,0.0001127,0.514,19.262,118.614,0.78,118.614,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,189,0.342,0.056,1.137,1.137,0.094,76.223,90.476,131100.0,0.007,0.0001124,0.516,19.262,118.835,0.786,118.835,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,190,0.339,0.057,1.083,1.083,0.094,60.939,100.0,131100.0,0.007,0.0001121,0.513,19.262,117.235,0.779,117.235,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,191,0.339,0.056,1.057,1.057,0.094,55.709,90.476,199700.0,0.007,0.0001118,0.512,19.262,115.552,0.768,115.552,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,192,0.339,0.056,0.975,0.975,0.094,65.37,100.0,262100.0,0.007,0.0001115,0.512,19.262,119.267,0.778,119.267,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,193,0.34,0.056,1.073,1.073,0.094,47.52,90.476,262100.0,0.007,0.0001112,0.513,19.262,120.968,0.774,120.968,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,194,0.337,0.056,0.787,0.787,0.094,43.62,100.0,262100.0,0.007,0.0001109,0.51,19.262,120.214,0.762,120.214,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,195,0.342,0.056,1.005,1.005,0.094,41.992,80.952,262100.0,0.007,0.0001106,0.516,19.262,121.693,0.773,121.693,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,196,0.345,0.056,1.074,1.074,0.094,48.649,90.476,262100.0,0.007,0.0001103,0.519,19.262,119.141,0.765,119.141,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,197,0.344,0.056,0.987,0.987,0.094,44.037,95.238,262100.0,0.007,0.0001101,0.518,19.262,122.824,0.774,122.824,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,198,0.344,0.057,0.865,0.865,0.094,56.239,95.238,262100.0,0.007,0.0001098,0.518,19.262,121.672,0.767,121.672,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,199,0.338,0.056,0.949,0.949,0.094,68.967,90.476,262100.0,0.007,0.0001095,0.512,19.262,122.5,0.777,122.5,19.262
gen1_n1_linear_unf1_lora1_lr0.001_els1_ctc1_bs16_ep200,200,0.337,0.056,0.922,0.922,0.094,59.771,95.238,262100.0,0.007,0.0001092,0.511,19.262,119.597,0.753,119.597,19.262
