orden_principal,experimento_principal,nombre_experimento,id_principal,nombre_original,exp_tag_original,rol,estado,usos,carpeta_original,observaciones
1,A,Transferencia del encoder,A02_owsm_ajustado,v3,v3_n45_deepd512b2s2_ic0.3_augn0.5o0.2_wd0.01_sess_char_unf1_lora0_lr0.001_els0.05_ctc1_bs16_ep60,control OWSM emparejado,completado,A;D,v3_n45_deepd512b2s2_ic0.3_augn0.5o0.2_wd0.01_sess_char_unf1_lora0_lr0.001_els0.05_ctc1_bs16_ep60,
1,A,Transferencia del encoder,A04_owsm_mejor_observado,v5,v5_n45_deepd512b2s2_ic0.3_augn0.5o0.2_sm2_wd0.01_sess_char_unf1_lora0_lr0.001_els0.05_ctc1_bs16_ep60,referencia OWSM ampliada,completado,A;I,v5_n45_deepd512b2s2_ic0.3_augn0.5o0.2_sm2_wd0.01_sess_char_unf1_lora0_lr0.001_els0.05_ctc1_bs16_ep60,
1,A,Transferencia del encoder,A01_random_ajustado,A1randEls,A1randEls_n45_deep_d512b2s2_char_initrandom_sess_ep30_s2024_032591,control aleatorio,completado,A;C;E;F;G;H;I,A1randEls_n45_deep_d512b2s2_char_initrandom_sess_ep30_s2024_032591,
1,A,Transferencia del encoder,A05_random_lr_unificada,A1randLr1,A1randLr1_n45_deep_d512b2s2_char_initrandom_sess_ep30_s2024_eee5c0,control de estabilidad divergente,completado,A,A1randLr1_n45_deep_d512b2s2_char_initrandom_sess_ep30_s2024_eee5c0,
1,A,Transferencia del encoder,A03_owsm_congelado,A2congelado,A2congelado_n45_deep_d512b2s2_char_congelado_sess_ep30_s2024_c435e9,control OWSM congelado,completado,A,A2congelado_n45_deep_d512b2s2_char_congelado_sess_ep30_s2024_c435e9,
1,A,Transferencia del encoder,A06_random_congelado,A4randCong,A4randCong_n45_deep_d512b2s2_char_initrandom_congelado_sess_ep40_s2024_f7a202,control de arquitectura congelada,completado,A,A4randCong_n45_deep_d512b2s2_char_initrandom_congelado_sess_ep40_s2024_f7a202,
