exp_tag,epoch,train_iter_time,train_forward_time,train_loss_ctc,train_loss,train_backward_time,train_grad_norm,train_clip,train_loss_scale,train_optim_step_time,train_optim0_lr0,train_train_time,train_gpu_max_cached_mem_GB,valid_loss_ctc,valid_cer_ctc,valid_loss,valid_gpu_max_cached_mem_GB
charGen1_n1_linear_char_unf1_lora1_lr0.001_els1_ctc1_bs16_ep150,126,0.337,0.04,2.645,2.645,0.051,74.902,100.0,131100.0,0.008,0.0001377,0.45,4.291,230.813,0.785,230.813,4.291
charGen1_n1_linear_char_unf1_lora1_lr0.001_els1_ctc1_bs16_ep150,127,0.336,0.038,3.014,3.014,0.05,90.605,100.0,131100.0,0.007,0.0001372,0.446,4.291,231.2,0.797,231.2,4.291
charGen1_n1_linear_char_unf1_lora1_lr0.001_els1_ctc1_bs16_ep150,128,0.336,0.038,2.983,2.983,0.05,106.504,95.238,131100.0,0.007,0.0001366,0.446,4.291,235.166,0.793,235.166,4.291
charGen1_n1_linear_char_unf1_lora1_lr0.001_els1_ctc1_bs16_ep150,129,0.337,0.038,2.742,2.742,0.053,73.851,95.238,131100.0,0.007,0.0001361,0.449,4.291,229.743,0.793,229.743,4.291
charGen1_n1_linear_char_unf1_lora1_lr0.001_els1_ctc1_bs16_ep150,130,0.333,0.039,2.516,2.516,0.052,70.163,100.0,131100.0,0.007,0.0001356,0.446,4.291,235.787,0.801,235.787,4.291
charGen1_n1_linear_char_unf1_lora1_lr0.001_els1_ctc1_bs16_ep150,131,0.334,0.039,2.74,2.74,0.051,87.566,95.238,131100.0,0.007,0.000135,0.445,4.291,238.442,0.803,238.442,4.291
charGen1_n1_linear_char_unf1_lora1_lr0.001_els1_ctc1_bs16_ep150,132,0.331,0.038,2.745,2.745,0.05,75.013,95.238,131100.0,0.007,0.0001345,0.442,4.291,232.889,0.802,232.889,4.291
charGen1_n1_linear_char_unf1_lora1_lr0.001_els1_ctc1_bs16_ep150,133,0.337,0.039,2.745,2.745,0.051,92.611,100.0,131100.0,0.007,0.000134,0.448,4.291,243.666,0.814,243.666,4.291
charGen1_n1_linear_char_unf1_lora1_lr0.001_els1_ctc1_bs16_ep150,134,0.336,0.038,2.772,2.772,0.05,98.624,100.0,131100.0,0.007,0.0001335,0.446,4.291,235.582,0.794,235.582,4.291
charGen1_n1_linear_char_unf1_lora1_lr0.001_els1_ctc1_bs16_ep150,135,0.336,0.039,2.5,2.5,0.051,91.188,100.0,131100.0,0.007,0.000133,0.448,4.291,233.492,0.807,233.492,4.291
charGen1_n1_linear_char_unf1_lora1_lr0.001_els1_ctc1_bs16_ep150,136,0.338,0.039,2.841,2.841,0.052,84.949,100.0,131100.0,0.007,0.0001325,0.45,4.291,240.323,0.81,240.323,4.291
charGen1_n1_linear_char_unf1_lora1_lr0.001_els1_ctc1_bs16_ep150,137,0.336,0.038,2.505,2.505,0.051,86.416,100.0,131100.0,0.007,0.000132,0.448,4.291,241.145,0.801,241.145,4.291
charGen1_n1_linear_char_unf1_lora1_lr0.001_els1_ctc1_bs16_ep150,138,0.334,0.039,2.147,2.147,0.05,73.238,100.0,131100.0,0.007,0.0001316,0.445,4.291,245.882,0.809,245.882,4.291
charGen1_n1_linear_char_unf1_lora1_lr0.001_els1_ctc1_bs16_ep150,139,0.334,0.039,2.426,2.426,0.051,85.066,100.0,131100.0,0.007,0.0001311,0.446,4.291,240.983,0.807,240.983,4.291
charGen1_n1_linear_char_unf1_lora1_lr0.001_els1_ctc1_bs16_ep150,140,0.34,0.039,2.58,2.58,0.052,84.898,95.238,131100.0,0.007,0.0001306,0.453,4.291,241.242,0.819,241.242,4.291
charGen1_n1_linear_char_unf1_lora1_lr0.001_els1_ctc1_bs16_ep150,141,0.336,0.038,2.526,2.526,0.051,84.632,100.0,131100.0,0.008,0.0001301,0.447,4.291,241.329,0.818,241.329,4.291
charGen1_n1_linear_char_unf1_lora1_lr0.001_els1_ctc1_bs16_ep150,142,0.337,0.039,2.651,2.651,0.052,87.378,100.0,131100.0,0.007,0.0001297,0.45,4.291,254.441,0.821,254.441,4.291
charGen1_n1_linear_char_unf1_lora1_lr0.001_els1_ctc1_bs16_ep150,143,0.334,0.039,2.437,2.437,0.052,75.978,100.0,131100.0,0.007,0.0001292,0.446,4.291,235.954,0.816,235.954,4.291
charGen1_n1_linear_char_unf1_lora1_lr0.001_els1_ctc1_bs16_ep150,144,0.334,0.039,2.547,2.547,0.052,79.6,100.0,131100.0,0.007,0.0001288,0.446,4.291,243.538,0.818,243.538,4.291
charGen1_n1_linear_char_unf1_lora1_lr0.001_els1_ctc1_bs16_ep150,145,0.334,0.039,2.255,2.255,0.051,75.283,95.238,131100.0,0.007,0.0001283,0.446,4.291,249.713,0.828,249.713,4.291
charGen1_n1_linear_char_unf1_lora1_lr0.001_els1_ctc1_bs16_ep150,146,0.336,0.039,2.187,2.187,0.051,73.639,100.0,131100.0,0.007,0.0001279,0.448,4.291,246.531,0.814,246.531,4.291
charGen1_n1_linear_char_unf1_lora1_lr0.001_els1_ctc1_bs16_ep150,147,0.338,0.038,2.06,2.06,0.053,72.194,100.0,131100.0,0.007,0.0001275,0.452,4.291,250.624,0.816,250.624,4.291
charGen1_n1_linear_char_unf1_lora1_lr0.001_els1_ctc1_bs16_ep150,148,0.335,0.038,1.86,1.86,0.051,60.774,100.0,131100.0,0.007,0.000127,0.446,4.291,245.819,0.813,245.819,4.291
charGen1_n1_linear_char_unf1_lora1_lr0.001_els1_ctc1_bs16_ep150,149,0.335,0.039,2.516,2.516,0.052,75.454,100.0,131100.0,0.007,0.0001266,0.447,4.291,247.361,0.808,247.361,4.291
charGen1_n1_linear_char_unf1_lora1_lr0.001_els1_ctc1_bs16_ep150,150,0.335,0.039,2.11,2.11,0.054,86.903,100.0,131100.0,0.007,0.0001262,0.449,4.291,251.912,0.829,251.912,4.291
