orden_principal,experimento_principal,nombre_experimento,id_principal,nombre_original,exp_tag_original,rol,estado,usos,carpeta_original,observaciones
1,A,Transferencia del encoder,A01_random_ajustado,A1randEls,A1randEls_n45_deep_d512b2s2_char_initrandom_sess_ep30_s2024_032591,control aleatorio,completado,A;C;E;F;G;H;I,A1randEls_n45_deep_d512b2s2_char_initrandom_sess_ep30_s2024_032591,
7,H,Generalización entre sesiones,H02_sesion_no_vista_identidad,E1hoIdent,E1hoIdent_n45_ho5_deep_d512b2s2_char_initrandom_sess_ep40_s2024_74cb6c,evaluación fuera de sesión,completado,H;I,E1hoIdent_n45_ho5_deep_d512b2s2_char_initrandom_sess_ep40_s2024_74cb6c,
7,H,Generalización entre sesiones,H03_sesion_no_vista_media,E2hoMedia,E2hoMedia_n45_ho5_deep_d512b2s2_char_initrandom_sess_ep40_s2024_8d2988,evaluación fuera de sesión,completado,H,E2hoMedia_n45_ho5_deep_d512b2s2_char_initrandom_sess_ep40_s2024_8d2988,
7,H,Generalización entre sesiones,H04_sesion_no_vista_sin_capa,E3hoSinSes,E3hoSinSes_n45_ho5_deep_d512b2s2_char_initrandom_ep40_s2024_32095d,evaluación fuera de sesión,completado,H,E3hoSinSes_n45_ho5_deep_d512b2s2_char_initrandom_ep40_s2024_32095d,
