exp_tag,epoch,train_iter_time,train_forward_time,train_loss_ctc,train_loss_interctc_layer2,train_loss,train_backward_time,train_grad_norm,train_clip,train_loss_scale,train_optim_step_time,train_optim0_lr0,train_optim0_lr1,train_train_time,train_gpu_max_cached_mem_GB,valid_loss_ctc,valid_cer_ctc,valid_loss_interctc_layer2,valid_cer_interctc_layer2,valid_loss,valid_gpu_max_cached_mem_GB
v4_n45_deepd512b2s2_ic0.3_augn0.8o0.2_wd0.01_sess_char_unf1_lora0_lr0.001_els0.05_ctc1_bs16_ep100,1,0.518,0.147,317.806,651.297,208.927,0.057,8059.0,100.0,65540.0,0.006,8.5e-05,4.25e-06,1.63,21.758,283.434,0.899,432.546,1.354,328.168,21.758
v4_n45_deepd512b2s2_ic0.3_augn0.8o0.2_wd0.01_sess_char_unf1_lora0_lr0.001_els0.05_ctc1_bs16_ep100,2,0.522,0.142,185.778,170.704,90.628,0.054,2014.0,100.0,65540.0,0.005,0.000253,1.265e-05,1.622,21.758,126.742,0.905,121.333,0.947,125.119,21.758
v4_n45_deepd512b2s2_ic0.3_augn0.8o0.2_wd0.01_sess_char_unf1_lora0_lr0.001_els0.05_ctc1_bs16_ep100,3,0.522,0.142,84.85,92.684,43.6,0.052,199.364,84.127,65540.0,0.005,0.000421,2.105e-05,1.611,21.758,105.014,0.86,193.586,0.975,131.586,21.758
v4_n45_deepd512b2s2_ic0.3_augn0.8o0.2_wd0.01_sess_char_unf1_lora0_lr0.001_els0.05_ctc1_bs16_ep100,4,0.529,0.142,83.909,89.596,42.807,0.054,138.754,65.476,65540.0,0.005,0.000589,2.945e-05,1.635,21.758,102.289,0.858,184.322,0.988,126.899,21.758
v4_n45_deepd512b2s2_ic0.3_augn0.8o0.2_wd0.01_sess_char_unf1_lora0_lr0.001_els0.05_ctc1_bs16_ep100,5,0.523,0.142,83.144,87.488,42.224,0.053,136.778,61.905,65540.0,0.005,0.000757,3.785e-05,1.615,21.758,101.756,0.897,120.666,0.969,107.429,21.758
v4_n45_deepd512b2s2_ic0.3_augn0.8o0.2_wd0.01_sess_char_unf1_lora0_lr0.001_els0.05_ctc1_bs16_ep100,6,0.521,0.143,80.78,86.306,41.219,0.053,124.241,55.556,65540.0,0.005,0.0009246,4.623e-05,1.618,21.758,107.141,0.91,121.426,0.966,111.427,21.758
v4_n45_deepd512b2s2_ic0.3_augn0.8o0.2_wd0.01_sess_char_unf1_lora0_lr0.001_els0.05_ctc1_bs16_ep100,7,0.529,0.142,79.016,85.707,40.512,0.053,126.709,62.698,65540.0,0.005,0.0009572,4.786e-05,1.631,21.76,100.677,0.919,132.062,1.003,110.093,21.76
v4_n45_deepd512b2s2_ic0.3_augn0.8o0.2_wd0.01_sess_char_unf1_lora0_lr0.001_els0.05_ctc1_bs16_ep100,8,0.525,0.142,77.054,84.782,39.686,0.053,98.636,40.873,69700.0,0.005,0.000891,4.455e-05,1.624,21.76,101.646,0.901,106.33,0.95,103.051,21.76
v4_n45_deepd512b2s2_ic0.3_augn0.8o0.2_wd0.01_sess_char_unf1_lora0_lr0.001_els0.05_ctc1_bs16_ep100,9,0.527,0.143,74.554,84.355,38.747,0.053,88.787,28.571,131100.0,0.005,0.0008369,4.184e-05,1.631,21.764,101.033,0.903,112.264,0.928,104.402,21.764
v4_n45_deepd512b2s2_ic0.3_augn0.8o0.2_wd0.01_sess_char_unf1_lora0_lr0.001_els0.05_ctc1_bs16_ep100,10,0.537,0.142,72.059,84.192,37.849,0.053,98.792,36.905,131100.0,0.005,0.0007916,3.958e-05,1.648,21.764,98.951,0.904,151.609,0.915,114.748,21.764
